nace_r2,sizeclas,isco08,indic_em,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
A,TOTAL,OC9,JOBOCC,HU	20831 p	: c	19043 p	19990 p	: c	: c	: c	: 
A,TOTAL,OC9,JOBOCC,HU1	1906 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU10	1906 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU2	8475 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU21	2930 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU22	2441 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU23	3105 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU3	10450 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU31	2189 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU32	3365 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,HU33	4896 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBOCC,LV	: 	5061 	4753 	4899 	4656 	4171 	3558 	: 
A,TOTAL,OC9,JOBOCC,LV0	5248 	5061 	: 	: 	4656 	4171 	3558 	: 
A,TOTAL,OC9,JOBOCC,LV00	: 	: 	: 	: 	4656 	4171 	3558 	: 
A,TOTAL,OC9,JOBRATE,HU	0.7 p	1.3 p	0.5 p	0.7 p	0.3 p	0.5 p	0.9 p	: 
A,TOTAL,OC9,JOBRATE,HU1	0.7 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU10	0.7 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU2	0.6 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU21	0.5 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU22	0.9 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU23	0.5 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU3	0.7 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU31	0.4 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU32	0.8 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,HU33	0.6 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBRATE,LV	: 	0.2 	0 	0 	0.3 	0 	0.1 	: 
A,TOTAL,OC9,JOBRATE,LV0	0.4 	0.2 	: 	: 	0.3 	0 	0.1 	: 
A,TOTAL,OC9,JOBRATE,LV00	: 	: 	: 	: 	0.3 	0 	0.1 	: 
A,TOTAL,OC9,JOBVAC,HU	138 p	264 p	: c	: c	58 p	72 p	121 p	: 
A,TOTAL,OC9,JOBVAC,HU1	14 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU10	14 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU2	55 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU21	16 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU22	22 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU23	17 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU3	69 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU31	9 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU32	28 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,HU33	32 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,OC9,JOBVAC,LV	: 	10 	2 	2 	14 	0 	2 	: 
A,TOTAL,OC9,JOBVAC,LV0	22 	10 	: 	: 	14 	0 	2 	: 
A,TOTAL,OC9,JOBVAC,LV00	: 	: 	: 	: 	14 	0 	2 	: 
A,TOTAL,TOTAL,CH_Y_Y,BE	: 	: 	: 	: 	0 	: 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG	0.1 p	-0.2 p	0 	0.2 	-0.4 	0.4 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG3	0.2 p	0 p	-0.3 	0.4 	0 	-0.2 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG31	0.3 p	0 p	-0.1 	0.1 	0 	0 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG32	0.2 p	-0.2 p	-0.1 	0.5 	-0.1 	0 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG33	0.3 p	0 p	-0.7 	1 	-0.1 	-0.6 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG34	0 p	0.1 p	-0.3 	0 	0.1 	0 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG4	0 p	-0.7 p	0.9 	-0.5 	-1.1 	1.6 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG41	-0.5 p	0.3 p	0.2 	-0.3 	-0.1 	0.5 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,BG42	0.3 p	-1.2 p	1.2 	-0.7 	-1.8 	2.6 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ	0.9 	0.9 	-0.2 	0.3 	0 	-0.8 	-1.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ0	0.9 	0.9 	-0.2 	0.3 	0 	-0.8 	-1.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ01	7.1 	0.8 	-2.9 	4.9 	-3.3 	-5.7 	-34.4 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ02	0 	4.9 	-0.9 	1.4 	0.2 	-1.2 	-3.8 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ03	0.9 	0.4 	0 	0.2 	-0.3 	-1.1 	-1.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ04	1.5 	0.9 	-0.3 	0.1 	0 	-1.2 	-0.1 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ05	1.8 	0.3 	-0.1 	0.1 	0 	0 	-2.1 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ06	1.1 	0.4 	-0.4 	0.3 	-0.1 	-0.7 	-1.4 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ07	0.5 	0.3 	0 	-0.2 	0.2 	-0.2 	-0.6 	: 
A,TOTAL,TOTAL,CH_Y_Y,CZ08	0.6 	0.7 	-0.1 	0 	0.1 	-0.1 	-1.2 	: 
A,TOTAL,TOTAL,CH_Y_Y,DE	0.3 	0.6 	-0.5 	0.2 	0.3 	: c	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,EE	-0.3 	0 	-0.2 	0.5 	-0.4 	0.3 	-1.4 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI	0 	-0.8 	-1 b	0.3 	-0.5 	1.2 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI13	: 	: 	: 	: 	0.8 	1.8 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI18	: 	: 	: 	: 	-0.7 	-2 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI19	0.2 	-2.8 	0.6 b	-0.2 	0 	2.2 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI1A	: 	: 	: 	: 	-2.7 	2.5 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI1B	4.2 	-0.8 	1.1 b	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI1C	-2.7 	1.4 	-0.8 b	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI1D	-0.3 	0 	-2.8 b	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI2	: 	: 	: 	: 	0 	0 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,FI20	: c	: c	: c	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,HR	0.5 p	-0.1 	0 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,HU	-0.3 p	0.4 p	-0.2 p	0.2 p	0 p	-0.1 p	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,LT	0 	-0.1 	0.1 	0.1 	0.1 	0 	-0.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,LT0	: 	: 	: 	: 	0.1 	0 	-0.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,LT00	: 	: 	: 	: 	0.1 	0 	-0.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,LU	0.2 	0.2 	0.1 	-0.4 	0.2 	0.2 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,LV	: 	0 	0.1 	-0.2 	0.3 	-0.1 	-0.5 	: 
A,TOTAL,TOTAL,CH_Y_Y,LV0	0.3 	-0.1 	: 	: 	0.3 	-0.1 	-0.5 	: 
A,TOTAL,TOTAL,CH_Y_Y,LV00	: 	: 	: 	: 	0.3 	-0.1 	-0.5 	: 
A,TOTAL,TOTAL,CH_Y_Y,MK	0 	0 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,NL	0.1 p	-0.1 	-0.1 	0 	0 	-0.3 	-1 	: 
A,TOTAL,TOTAL,CH_Y_Y,NO	0.1 p	-0.2 	0.3 	-1 	0.9 	-0.2 	: c	: 
A,TOTAL,TOTAL,CH_Y_Y,PL	0.1 	: 	0 	0 	-0.2 	0 	-0.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL1	0 	0.1 	0.1 	0 	-0.2 	0.1 	-0.5 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL11	0.1 	0.2 	0.1 	-0.1 	-0.3 	0.2 	-0.1 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL12	0 	0 	0.1 	0 	-0.1 	0 	-0.6 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL2	-0.2 	0.2 	-0.1 	-0.3 	0.2 	-0.1 	-0.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL21	0 	0.1 	-0.1 	-0.1 	0 	0 	-0.2 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL22	-0.4 	0.2 	0 	-0.4 	0.3 	-0.2 	-1 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL3	-0.1 	-0.1 	0.1 	0.1 	-0.3 	0.2 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL31	-0.1 	-0.1 	0 	0 	0 	0.1 	-0.2 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL32	0 	0 	0.2 	0 	-0.4 	0.4 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL33	-0.1 	-0.2 	0.1 	-0.1 	-0.2 	0.6 	-0.8 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL34	-0.4 	-0.1 	0.1 	0.3 	-0.6 	0.2 	-0.6 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL4	0.2 	0 	0 	-0.1 	-0.3 	0 	-1.1 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL41	0.1 	0 	0 	-0.1 	-0.3 	0.2 	-1 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL42	0.1 	-0.1 	0 	0 	-0.4 	-0.3 	-0.6 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL43	0.4 	0 	0.1 	-0.1 	-0.2 	-0.3 	-2.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL5	0.4 	0.1 	0 	-0.2 	-0.1 	0.1 	-1.1 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL51	0.8 	0.2 	-0.1 	-0.2 	-0.2 	0 	-0.6 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL52	-0.2 	0.1 	0.1 	-0.1 	-0.1 	0.1 	-1.6 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL6	0.1 	-0.1 	-0.3 	0.2 	0 	0.1 	-0.5 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL61	0.4 	-0.1 	-0.1 	0.1 	-0.1 	0.2 	-0.2 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL62	-0.1 	-0.1 	-0.3 	0.2 	0.2 	0 	-0.8 	: 
A,TOTAL,TOTAL,CH_Y_Y,PL63	0 	0.1 	-0.4 	0.2 	-0.1 	-0.1 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO	0.2 	0 	0.1 	-0.5 	-0.1 	-0.5 	-0.4 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO1	0.4 	0.1 	-0.1 	-0.3 	0.1 	-1.9 	0.4 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO11	-0.1 	0.2 	0.1 	-0.3 	0.4 	0 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO12	0.8 	-0.1 	-0.1 	-0.3 	-0.2 	-2.8 	0.4 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO2	0.1 	0.1 	0.1 	-0.1 	-0.3 	-0.3 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO21	0 	0.1 	0.1 	-0.1 	-0.7 	0 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO22	0.3 	0 	0.1 	-0.2 	0.1 	-0.6 	-0.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO3	0.3 	0 	0 	-0.1 	0.2 	-0.4 	-0.7 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO31	0.1 	0.1 	-0.1 	0 	0 	-0.2 	-0.5 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO32	0.8 	-0.1 	0.2 	-0.3 	0.7 	-1.1 	-1.3 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO4	0.1 	0.1 	0 	-1.8 	0.2 	0 	-0.8 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO41	0 	0.1 	0 	0.1 	0.2 	0 	-0.2 	: 
A,TOTAL,TOTAL,CH_Y_Y,RO42	0.2 	0.1 	-0.1 	-3 	0.4 	-0.1 	-1.4 	: 
A,TOTAL,TOTAL,CH_Y_Y,SE	0.1 	: c	0 	-0.2 	0.1 	0.4 	: 	: 
A,TOTAL,TOTAL,CH_Y_Y,SK	0 	0.1 	0 	0 	-0.1 	-0.1 	0 	: 
A,TOTAL,TOTAL,CH_Y_Y,SK01	-0.5 	0.2 	0 	0.1 	-0.1 	0.2 	-0.1 	: 
A,TOTAL,TOTAL,CH_Y_Y,SK02	0 	0 	0.1 	-0.1 	-0.1 	-0.1 	0 	: 
A,TOTAL,TOTAL,CH_Y_Y,SK03	0 	0.1 	0.1 	0 	-0.1 	0 	0 	: 
A,TOTAL,TOTAL,CH_Y_Y,SK04	0.2 	0 	-0.1 	0.1 	0 	-0.2 	0.1 	: 
A,TOTAL,TOTAL,JOBOCC,BE	: 	: 	: 	: 	: c	: c	: 	: 
A,TOTAL,TOTAL,JOBOCC,BG	72682 p	70192 p	69651 	69613 	70053 	66895 	67884 	: 
A,TOTAL,TOTAL,JOBOCC,BG3	51721 p	49569 p	48325 	48057 	49023 	44939 	45630 	: 
A,TOTAL,TOTAL,JOBOCC,BG31	9821 p	9617 p	9804 	9678 	9186 	9380 	8629 	: 
A,TOTAL,TOTAL,JOBOCC,BG32	15006 p	13865 p	13533 	13413 	13249 	12518 	12432 	: 
A,TOTAL,TOTAL,JOBOCC,BG33	14283 p	14304 p	13248 	13156 	14936 	12597 	12977 	: 
A,TOTAL,TOTAL,JOBOCC,BG34	12611 p	11783 p	11740 	11810 	11652 	10444 	11592 	: 
A,TOTAL,TOTAL,JOBOCC,BG4	20961 p	20623 p	21326 	21556 	21030 	21956 	22254 	: 
A,TOTAL,TOTAL,JOBOCC,BG41	8418 p	7717 p	8469 	8205 	8318 	9707 	10312 	: 
A,TOTAL,TOTAL,JOBOCC,BG42	12543 p	12906 p	12857 	13351 	12712 	12249 	11942 	: 
A,TOTAL,TOTAL,JOBOCC,CZ	113755 	105302 	117717 	114922 	105699 	112491 	123156 	125837 
A,TOTAL,TOTAL,JOBOCC,CZ0	113755 	105302 	117717 	114922 	105699 	112491 	123156 	125837 
A,TOTAL,TOTAL,JOBOCC,CZ01	752 	1189 	2470 	1830 	1305 	1449 	2028 	445 
A,TOTAL,TOTAL,JOBOCC,CZ02	13143 	11534 	16042 	12752 	12306 	12572 	13506 	13807 
A,TOTAL,TOTAL,JOBOCC,CZ03	22638 	22181 	19203 	23357 	24695 	23665 	21988 	24590 
A,TOTAL,TOTAL,JOBOCC,CZ04	6851 	7380 	9502 	8344 	9232 	8601 	8904 	10182 
A,TOTAL,TOTAL,JOBOCC,CZ05	18749 	19717 	19986 	19170 	17955 	17392 	20330 	18944 
A,TOTAL,TOTAL,JOBOCC,CZ06	25367 	24967 	27817 	24810 	20695 	24798 	29928 	32676 
A,TOTAL,TOTAL,JOBOCC,CZ07	16136 	12701 	15690 	16299 	11635 	16228 	17719 	16043 
A,TOTAL,TOTAL,JOBOCC,CZ08	10120 	5632 	7005 	8360 	7876 	7788 	8755 	9153 
A,TOTAL,TOTAL,JOBOCC,DE	379061 	346091 	348418 	349144 	311321 	: c	: 	: 
A,TOTAL,TOTAL,JOBOCC,EE	13994 	14743 	14091 	12803 	12017 	12779 	12576 	14781 
A,TOTAL,TOTAL,JOBOCC,FI	32070 	25743 	33925 b	28794 	30375 	34234 	33361 	: 
A,TOTAL,TOTAL,JOBOCC,FI13	: 	: 	: 	: 	7596 	8158 	7860 	: 
A,TOTAL,TOTAL,JOBOCC,FI18	: 	: 	: 	: 	6281 	9517 	8431 	: 
A,TOTAL,TOTAL,JOBOCC,FI19	7559 	6729 	9900 b	7952 	9756 	8716 	11017 	: 
A,TOTAL,TOTAL,JOBOCC,FI1A	: 	: 	: 	: 	6462 	7591 	5243 	: 
A,TOTAL,TOTAL,JOBOCC,FI1B	3555 	2714 	1945 b	1845 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,FI1C	7363 	4007 	8720 b	6086 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,FI1D	13326 	12196 	12827 b	12467 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,FI2	: 	: 	: 	: 	281 	252 	809 	: 
A,TOTAL,TOTAL,JOBOCC,FI20	: c	: c	: c	444 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HR	22407 p	22428 	22648 	24521 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU	81671 p	: c	76414 p	80509 p	: c	: c	: c	: 
A,TOTAL,TOTAL,JOBOCC,HU1	6946 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU10	6946 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU2	31945 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU21	10645 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU22	9762 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU23	11540 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU3	42782 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU31	7685 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU32	16716 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,HU33	18384 p	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,LT	30511 	30534 	29129 	28691 	27947 	26858 	28150 	31558 
A,TOTAL,TOTAL,JOBOCC,LT0	: 	: 	: 	: 	27947 	26858 	28150 	31558 
A,TOTAL,TOTAL,JOBOCC,LT00	: 	: 	: 	: 	27947 	26858 	28150 	31558 
A,TOTAL,TOTAL,JOBOCC,LU	760 	744 	714 	923 	893 	824 	767 	758 
A,TOTAL,TOTAL,JOBOCC,LV	: 	21498 	21169 	20567 	18953 	17470 	17934 	20762 
A,TOTAL,TOTAL,JOBOCC,LV0	21626 	21498 	: 	: 	18953 	17470 	17934 	20762 
A,TOTAL,TOTAL,JOBOCC,LV00	: 	: 	: 	: 	18953 	17470 	17934 	20762 
A,TOTAL,TOTAL,JOBOCC,MK	0 	0 	0 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,JOBOCC,NL	99711 p	102871 	105300 	105925 	108850 	109100 	109500 	112250 
A,TOTAL,TOTAL,JOBOCC,NO	34825 p	30900 	30000 	30100 	32675 	32775 	: c	: 
A,TOTAL,TOTAL,JOBOCC,PL	104579 	: 	95396 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL1	10085 	9065 	8737 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL11	3438 	3425 	2895 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL12	6647 	5640 	5842 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL2	8250 	7558 	7552 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL21	3552 	3526 	3442 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL22	4698 	4032 	4110 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL3	13112 	11794 	11820 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL31	4136 	3460 	3719 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL32	4274 	3907 	3815 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL33	1965 	1887 	1676 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL34	2737 	2541 	2610 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL4	36625 	33864 	34304 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL41	18704 	18410 	18638 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL42	11891 	10011 	10623 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL43	6030 	5443 	5043 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL5	13776 	13285 	13144 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL51	8901 	8501 	8144 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL52	4875 	4784 	5000 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL6	22731 	21288 	19839 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL61	6802 	6205 	5948 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL62	8133 	7641 	6879 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,PL63	7796 	7442 	7012 	: c	: c	: c	: c	: c
A,TOTAL,TOTAL,JOBOCC,RO	94060 	88503 	85001 	79333 	72708 	73157 	78137 	87442 
A,TOTAL,TOTAL,JOBOCC,RO1	18874 	17546 	16338 	15658 	16248 	15964 	15069 	15743 
A,TOTAL,TOTAL,JOBOCC,RO11	9095 	8156 	7421 	6464 	5491 	6343 	5451 	6776 
A,TOTAL,TOTAL,JOBOCC,RO12	9779 	9390 	8917 	9194 	10757 	9621 	9618 	8967 
A,TOTAL,TOTAL,JOBOCC,RO2	30919 	29552 	29743 	26392 	22501 	22881 	27279 	30492 
A,TOTAL,TOTAL,JOBOCC,RO21	14657 	15089 	14255 	12625 	10633 	11355 	12439 	15036 
A,TOTAL,TOTAL,JOBOCC,RO22	16262 	14463 	15488 	13767 	11868 	11526 	14840 	15456 
A,TOTAL,TOTAL,JOBOCC,RO3	23688 	22267 	21597 	20334 	19020 	19223 	19937 	22731 
A,TOTAL,TOTAL,JOBOCC,RO31	18800 	17749 	17627 	16683 	14869 	15230 	15793 	18250 
A,TOTAL,TOTAL,JOBOCC,RO32	4888 	4518 	3970 	3651 	4151 	3993 	4144 	4481 
A,TOTAL,TOTAL,JOBOCC,RO4	20579 	19138 	17323 	16949 	14939 	15089 	15852 	18476 
A,TOTAL,TOTAL,JOBOCC,RO41	9221 	8414 	6964 	6590 	6050 	5711 	5854 	8050 
A,TOTAL,TOTAL,JOBOCC,RO42	11358 	10724 	10359 	10359 	8889 	9378 	9998 	10426 
A,TOTAL,TOTAL,JOBOCC,SE	35921 	: c	37529 	38772 	36760 	34577 	35332 	: 
A,TOTAL,TOTAL,JOBOCC,SK	50795 	48908 	46397 	51430 	54240 	47800 	51783 	67547 
A,TOTAL,TOTAL,JOBOCC,SK01	3812 	2878 	1999 	3199 	1384 	9703 	15004 	18618 
A,TOTAL,TOTAL,JOBOCC,SK02	22252 	19250 	19338 	22474 	25850 	15917 	15432 	20948 
A,TOTAL,TOTAL,JOBOCC,SK03	12870 	16161 	13856 	15297 	16844 	10564 	10874 	13880 
A,TOTAL,TOTAL,JOBOCC,SK04	11861 	10619 	11203 	10460 	10162 	11615 	10474 	14101 
A,TOTAL,TOTAL,JOBRATE,BE	: 	: 	: 	: 	9 	9 	: 	: 
A,TOTAL,TOTAL,JOBRATE,BG	0.6 p	0.5 p	0.7 	0.7 	0.5 	0.9 	0.5 	: 
A,TOTAL,TOTAL,JOBRATE,BG3	0.5 p	0.3 p	0.3 	0.6 	0.2 	0.2 	0.4 	: 
A,TOTAL,TOTAL,JOBRATE,BG31	0.5 p	0.2 p	0.2 	0.3 	0.2 	0.2 	0.2 	: 
A,TOTAL,TOTAL,JOBRATE,BG32	0.7 p	0.5 p	0.7 	0.8 	0.3 	0.4 	0.4 	: 
A,TOTAL,TOTAL,JOBRATE,BG33	0.6 p	0.3 p	0.3 	1 	0 	0.1 	0.7 	: 
A,TOTAL,TOTAL,JOBRATE,BG34	0.2 p	0.2 p	0.1 	0.4 	0.4 	0.3 	0.3 	: 
A,TOTAL,TOTAL,JOBRATE,BG4	0.9 p	0.9 p	1.6 	0.7 	1.2 	2.3 	0.7 	: 
A,TOTAL,TOTAL,JOBRATE,BG41	1.2 p	1.7 p	1.4 	1.2 	1.5 	1.6 	1.1 	: 
A,TOTAL,TOTAL,JOBRATE,BG42	0.7 p	0.4 p	1.6 	0.4 	1.1 	2.9 	0.3 	: 
A,TOTAL,TOTAL,JOBRATE,CZ	2.9 	2 	1.1 	1.3 	1 	1 	1.8 	3.5 
A,TOTAL,TOTAL,JOBRATE,CZ0	2.9 	2 	1.1 	1.3 	1 	1 	1.8 	3.5 
A,TOTAL,TOTAL,JOBRATE,CZ01	17.5 	10.4 	9.6 	12.5 	7.6 	10.9 	16.6 	51 
A,TOTAL,TOTAL,JOBRATE,CZ02	7.3 	7.3 	2.4 	3.3 	1.9 	1.7 	2.9 	6.7 
A,TOTAL,TOTAL,JOBRATE,CZ03	2.1 	1.2 	0.8 	0.8 	0.6 	0.9 	2 	3.7 
A,TOTAL,TOTAL,JOBRATE,CZ04	3.1 	1.6 	0.7 	1 	0.9 	0.9 	2.1 	2.2 
A,TOTAL,TOTAL,JOBRATE,CZ05	3.1 	1.3 	1 	1.1 	1 	1 	1 	3.1 
A,TOTAL,TOTAL,JOBRATE,CZ06	2.2 	1.1 	0.7 	1.1 	0.8 	0.9 	1.6 	3 
